"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"Kullaberg Naturreservat";"http://marineregions.org/mrgid/9010";"Sweden";9010;"Marine Park";"56.31";"12.41";;;;
"Kamchatka";"http://marineregions.org/mrgid/9000";;9000;"Territory";"56";"159";;;;
"Flemish Banks";"http://marineregions.org/mrgid/2421";"Belgium";2421;"Sandbank System";"51.2877777777778";"2.64111111111111";;;;
"Flemish Banks";"http://marineregions.org/mrgid/2421";"North Sea";2421;"Sandbank System";"51.2877777777778";"2.64111111111111";;;;
"Dutch Coast";"http://marineregions.org/mrgid/22135";"Netherlands";22135;"Coast";"51.547376";"3.45374";"3.370403";"7.210279";"51.330158";"53.554437"
"Halve Maan";"http://marineregions.org/mrgid/14329";"Belgium";14329;"Dike";"51.24";"2.93";;;;
"Holy Island";"http://marineregions.org/mrgid/5405";"Irish Sea and St. George's Channel";5405;"Island";"53.2866";"-4.6244";"-4.6947";"-4.5541";"53.2407";"53.3325"
"Digby";"http://marineregions.org/mrgid/21376";"Canada";21376;"Inhabited Place";"44.620795";"-65.758442";;;;
"Ria de Aveiro";"http://marineregions.org/mrgid/5617";"North Atlantic Ocean";5617;"Estuary";"40.63333333";"-8.75";;;;
"UK";"http://marineregions.org/mrgid/2208";"United Kingdom";2208;"Nation";"55.0205";"-3.44485";"-8.6526";"1.7629";"49.1649";"60.8761"
"The Wolves";"http://marineregions.org/mrgid/21427";"Canada";21427;"Archipelago";"44.958818";"-66.721137";"-66.79";"-66.65";"44.91";"45.02"
"Chamcook";"http://marineregions.org/mrgid/21372";"Canada";21372;"Inhabited Place";"45.126439";"-67.071749";;;;
"Domburg";"http://marineregions.org/mrgid/227";"Netherlands";227;"Town";"51.5633333";"3.49583333";"3.51";"3.48";"51.56";"51.57"
"Den Helder";"http://marineregions.org/mrgid/14642";"Netherlands";14642;"Commune";"52.9619";"4.7676";;;;
"Ijmuiden";"http://marineregions.org/mrgid/14716";"Netherlands";14716;"Town";"52.4597";"4.6254";;;;
"Wissant";"http://marineregions.org/mrgid/1212";"France";1212;"Commune";"50.88759";"1.674815";"1.63452";"1.71511";"50.85963";"50.91555"
"Vlieland";"http://marineregions.org/mrgid/3692";"Netherlands";3692;"Island";"53.26345";"4.9855";"4.8697";"5.1013";"53.2185";"53.3084"
"Lepreau";"http://marineregions.org/mrgid/21390";"Canada";21390;"Stream";"45.170326";"-66.46749";;;;
"Zandvoort";"http://marineregions.org/mrgid/20861";"Netherlands";20861;"Commune";"52.3725";"4.52917";;;;
"South America";"http://marineregions.org/mrgid/1925";;1925;"Continent";"-21.65598";"-63.22841";"-91.66389";"-34.79292";"-55.90223";"12.59027"
"Celtic Seas";"http://marineregions.org/mrgid/21908";;21908;"Marine Ecoregion of the World (MEOW)";"53.7967";"-8.30748";;;;
"Villefranche-Sur-Mer";"http://marineregions.org/mrgid/17913";"France";17913;"Commune";"43.7";"7.31667";;;;
"Nice";"http://marineregions.org/mrgid/14282";"France";14282;"Town";"43.7";"7.28333333333333";;;;
"Dennis";"http://marineregions.org/mrgid/17486";"United States";17486;"Town";"41.73539";"-70.19391";;;;
"New Brunswick (Canada)";"http://marineregions.org/mrgid/18791";"Canada";18791;"Province (administrative)";"46.5";"-66";"-69.053455";"-63.762491";"44.562245";"48.072682"
"Lambert's Bay";"http://marineregions.org/mrgid/9018";"South Africa";9018;"Town";"-32.1";"18.3166";;;;
"Port Phillip Bay";"http://marineregions.org/mrgid/14934";;14934;"Bay";"-38.15";"144.866667";"145.19";"144.11";"-38.6";"-37.57"
"Puerto Rican part of the Caribbean Sea";"http://marineregions.org/mrgid/25286";"Caribbean Sea";25286;"Marine Region";"16.877383";"-66.43622";"-68.481889";"-63.888889";"14.928363";"18.877293"
"Woods Hole";"http://marineregions.org/mrgid/9097";"United States";9097;"Town";"41.53";"-70.67";;;;
"Veneto";"http://marineregions.org/mrgid/3522";"Italy";3522;"Region";"45.7362";"11.86465";"10.6293";"13.1";"44.7932";"46.6792"
"Guernsey";"http://marineregions.org/mrgid/2466";"United Kingdom";2466;"Island";"49.46695";"-2.59115";"-2.6792";"-2.5031";"49.4226";"49.5113"
"Helgoland";"http://marineregions.org/mrgid/3429";"Germany";3429;"Island";"54.1812";"7.896451";"7.869501";"7.9234";"54.1723";"54.1901"
"Verrebroekdok";"http://marineregions.org/mrgid/8868";"Belgium";8868;"Dock";"51.26891";"4.214839";"4.205149";"4.224528";"51.25972";"51.2781"
"Galgenweel";"http://marineregions.org/mrgid/9114";;9114;"Lake";"51.2127";"4.375";"4.38";"4.36";"51.21";"51.22"
"Arctic";"http://marineregions.org/mrgid/21721";;21721;"Realm";"71.9424";"-14.3234";;;;
"Greenland Sea";"http://marineregions.org/mrgid/2356";"Greenland Sea";2356;"IHO Sea Area";"74.2502716466";"-8.303164223";"-35.986789942";"17.48220300686";"65.00696182253";"82.78065447116"
"Denmark Strait";"http://marineregions.org/mrgid/2377";"North Atlantic Ocean";2377;"Strait";"67.2591666666667";"26.0822222222222";;;;
"Jorgen Bronlund Fjord";"http://marineregions.org/mrgid/17654";;17654;"Fjord";"82.18333";"-30.75";;;;
"Porcupine Bank";"http://marineregions.org/mrgid/2382";"Ireland";2382;"Bank";"53.333333";"-13.666667";;;;
"North Norway";"http://marineregions.org/mrgid/17973";"Norway";17973;"General Region";"69.13";"18.37";;;;
"Temperate Northern Atlantic";"http://marineregions.org/mrgid/21717";;21717;"Realm";"45.8324";"-9.11916";;;;
"South East Coast of England";"http://marineregions.org/mrgid/17525";"United Kingdom";17525;"Coast";"51.14";"1.32";;;;
"North West Europe";"http://marineregions.org/mrgid/9252";;9252;"General Region";"61.8";"7.5";;;;
"Sivibilagbara";"http://marineregions.org/mrgid/26977";"Nigeria";26977;"Swamp";"4.6074";"7.2607";;;;
"North Sea";"http://marineregions.org/mrgid/21912";;21912;"Marine Ecoregion of the World (MEOW)";"55.5428";"4.59313";;;;
"Ukrainian part of the Black Sea";"http://marineregions.org/mrgid/25205";"Black Sea";25205;"Marine Region";"44.684015";"33.032639";"29.593045";"36.693884";"43.188055";"47.252354"
"Exmouth";"http://marineregions.org/mrgid/17522";"United Kingdom";17522;"Town";"50.61723";"-3.40233";;;;
"Tarbert";"http://marineregions.org/mrgid/17883";"Inner Seas off the West Coast of Scotland";17883;"Inhabited Place";"57.9";"-6.8";;;;
"Dublin";"http://marineregions.org/mrgid/17496";"Ireland";17496;"City";"53.33306";"-6.24889";;;;
"Ballynakilla harbour";"http://marineregions.org/mrgid/17385";"Ireland";17385;"Harbour";"51.64556";"-9.85833";;;;
"Messina";"http://marineregions.org/mrgid/17730";"Mediterranean Sea - Eastern Basin";17730;"Commune";"38.19327";"15.54969";;;;
"Naples";"http://marineregions.org/mrgid/20311";"Italy";20311;"City";"40.8";"14.25";;;;
"Eastern Central Atlantic";"http://marineregions.org/mrgid/18023";;18023;"General Sea Area";"10.15";"-21";;;;
"West Central Atlantic";"http://marineregions.org/mrgid/18024";;18024;"General Sea Area";"10.15";"-59";"-83.2";"-18.8";"-23.439";"23.439"
"Whitby";"http://marineregions.org/mrgid/17928";"United Kingdom";17928;"Inhabited Place";"54.48667";"-0.63056";;;;
"Northumberland Coast";"http://marineregions.org/mrgid/5400";"United Kingdom";5400;"Coast";"55.55";"-1.55";;;;
"Durham";"http://marineregions.org/mrgid/4397";"United Kingdom";4397;"County";"54.68525";"-1.798";"-2.3562";"-1.2398";"54.4507";"54.9198"
"Thames Estuary";"http://marineregions.org/mrgid/3241";"North Sea";3241;"Estuary";"51.5586111111111";"1.00861111111111";"0.248911494";"1.42928606";"51.26686291";"51.5731545"
"Starcross";"http://marineregions.org/mrgid/17867";"United Kingdom";17867;"Inhabited Place";"50.61667";"-3.45";;;;
"Start bay";"http://marineregions.org/mrgid/17868";"United Kingdom";17868;"Bay";"50.25";"-3.6";"-3.67";"-3.57";"50.22";"50.32"
"Colwyn Bay";"http://marineregions.org/mrgid/17463";"United Kingdom";17463;"Town";"53.3";"-3.75";"-3.71";"-3.76";"53.29";"53.32"
"Port Erin";"http://marineregions.org/mrgid/17801";"Irish Sea and St. George's Channel";17801;"Harbour";"54.1";"-4.78333";;;;
"Peel";"http://marineregions.org/mrgid/17785";"Irish Sea and St. George's Channel";17785;"Town";"54.22209";"-4.69099";"-4.67";"-4.7";"54.21";"54.23"
"Aberdeen";"http://marineregions.org/mrgid/4502";"United Kingdom";4502;"Unitary Authority";"57.1586";"-2.20595";"-2.3635";"-2.0484";"57.0787";"57.2385"
"Banff";"http://marineregions.org/mrgid/17387";"North Sea";17387;"Bay";"57.66667";"-2.51667";"-2.5";"-2.53";"57.66";"57.68"
"Clare Island";"http://marineregions.org/mrgid/5315";"North Atlantic Ocean";5315;"Island";"53.80945";"-9.9967";"-10.0502";"-9.9432";"53.7897";"53.8292"
"Galway Bay";"http://marineregions.org/mrgid/5574";"North Atlantic Ocean";5574;"Bay";"53.18";"-9.43";;;;
"Blacksod Bay";"http://marineregions.org/mrgid/7996";"North Atlantic Ocean";7996;"Bay";"54.0631";"-10.0378";"-10.17";"-9.92";"54";"54.22"
"French Exclusive Economic Zone";"http://marineregions.org/mrgid/5677";"France";5677;"EEZ";"46.04212";"-1.96613";"-9.87728";"10.21833";"41.24333";"51.55778"
"Goletta";"http://marineregions.org/mrgid/17598";"Tunisia";17598;"Town";"36.81806";"10.305";;;;
"Banyuls";"http://marineregions.org/mrgid/19821";"France";19821;"Inhabited Place";"42.48375";"3.12897";;;;
"Roundstone";"http://marineregions.org/mrgid/7993";"Ireland";7993;"Town";"53.4";"-9.91666666666667";;;;
"East Scotland";"http://marineregions.org/mrgid/17979";"United Kingdom";17979;"General Region";"57.36";"-2.35";;;;
"Millport";"http://marineregions.org/mrgid/17736";"United Kingdom";17736;"Town";"55.75";"-4.95";;;;
"Heligoland Bay";"http://marineregions.org/mrgid/17618";"North Sea";17618;"Bay";"54.16667";"8.06667";"9.07";"7.62";"53.59";"54.39"
"Seine, mouth";"http://marineregions.org/mrgid/17853";"France";17853;"Estuary";"49.43";"0.16";;;;
"Casablanca";"http://marineregions.org/mrgid/17436";"Morocco";17436;"City";"33.59";"-7.61";;;;
"Sierra Leone River";"http://marineregions.org/mrgid/15280";;15280;"Stream";"8.5";"-13.25";;;;
"Granton";"http://marineregions.org/mrgid/14914";"United Kingdom";14914;"Town";"55.9667";"-3.2167";;;;
"Syracuse";"http://marineregions.org/mrgid/17876";"Mediterranean Sea - Eastern Basin";17876;"Inhabited Place";"37.08515";"15.273";;;;
"La Spezia";"http://marineregions.org/mrgid/17686";"Italy";17686;"City";"44.11054";"9.84339";;;;
"Sebastopol";"http://marineregions.org/mrgid/14964";;14964;"City";"44.6";"33.53333";;;;
"Odessa";"http://marineregions.org/mrgid/15020";"Ukraine";15020;"City";"46.46667";"30.73333";;;;
"Finnish Exclusive Economic Zone";"http://marineregions.org/mrgid/5676";"Baltic Sea";5676;"EEZ";"61.75484";"21.88919";"19.0832";"27.8312";"58.8445";"66.77516"
"Port Said";"http://marineregions.org/mrgid/14743";"Egypt";14743;"Town";"31.2667";"32.3";;;;
"Malacca Strait";"http://marineregions.org/mrgid/4275";"Malacca Strait";4275;"IHO Sea Area";"4.99047865179";"99.19387592833";"95.44226152409";"103.51065042784";"0.85731550907";"8.45399510899"
"Tunis";"http://marineregions.org/mrgid/21595";"Tunisia";21595;"City";"36.80278";"10.17972";;;;
"Venice";"http://marineregions.org/mrgid/14681";"Italy";14681;"City";"45.4345";"12.3384";;;;
"IJsselmeer";"http://marineregions.org/mrgid/17633";"Netherlands";17633;"Lake";"52.81667";"5.25";"4.9841";"6.0234";"52.2729";"53.2302"
"Carantec";"http://marineregions.org/mrgid/17434";"France";17434;"Town";"48.66667";"-3.91667";"-3.88";"-3.93";"48.66";"48.68"
"Penzé estuary";"http://marineregions.org/mrgid/17786";"France";17786;"Estuary";"48.616664886475";"-3.9500000476837";;;;
"Gulf of Salerno";"http://marineregions.org/mrgid/3560";"Tyrrhenian Sea";3560;"Gulf";"40.5577777777778";"14.7786111111111";"15.07";"14.3";"40.25";"40.6"
"Trieste";"http://marineregions.org/mrgid/17900";"Italy";17900;"City";"45.64861";"13.78";;;;
"Cavallino";"http://marineregions.org/mrgid/17438";"Italy";17438;"Town";"40.31253";"18.20042";"18.21";"18.19";"40.3";"40.32"
"Istria";"http://marineregions.org/mrgid/17643";"Romania";17643;"Town";"44.56667";"28.71667";;;;
"Dalmatia";"http://marineregions.org/mrgid/3635";"Croatia";3635;"General Region";"43.16667";"16.5";;;;
"Corfu";"http://marineregions.org/mrgid/3649";"Ionian Sea";3649;"Island";"39.5915";"19.876";"19.6295";"20.1225";"39.3608";"39.8222"
"Lesbos";"http://marineregions.org/mrgid/3685";"Aegean Sea";3685;"Island";"39.1756";"26.22405";"25.8319";"26.6162";"38.9622";"39.389"
"Kólpos Kassándras";"http://marineregions.org/mrgid/17674";"Greece";17674;"Gulf";"40.1";"23.5";;;;
"Havran";"http://marineregions.org/mrgid/17616";"Turkey";17616;"Town";"39.55833";"27.09833";;;;
"Costinesti";"http://marineregions.org/mrgid/17473";"Romania";17473;"Town";"43.95";"28.63333";;;;
"Karasu";"http://marineregions.org/mrgid/15387";"Turkey";15387;"City";"41.07028";"30.78361";;;;
"Port-de-Bouc";"http://marineregions.org/mrgid/17807";"France";17807;"Commune";"43.40657";"4.9809";;;;
"Marseille";"http://marineregions.org/mrgid/15201";"France";15201;"City";"43.3";"5.4";;;;
"Nile delta";"http://marineregions.org/mrgid/3867";"Egypt";3867;"Delta";"30.9577777777778";"31.0222222222222";"32.37";"29.57";"29.99";"31.65"
"Menton";"http://marineregions.org/mrgid/17728";"France";17728;"Commune";"43.78333";"7.5";;;;
"Izmir";"http://marineregions.org/mrgid/17644";"Turkey";17644;"Town";"38.40722";"27.15028";;;;
"North East Africa";"http://marineregions.org/mrgid/19675";;19675;"General Region";"7.36247";"49.05469";;;;
"West Indian Ocean";"http://marineregions.org/mrgid/7126";"Indian Ocean";7126;"General Sea Area";"-28";"55";;;;
"East Indian Ocean";"http://marineregions.org/mrgid/17508";"Indian Ocean";17508;"General Sea Area";"1.3700000047684";"90.290000915527";;;;
"Whitesands Bay";"http://marineregions.org/mrgid/17929";"English Channel";17929;"Bay";"50.33333";"-4.28333";"-4.22";"-4.47";"50.3";"50.38"
"Tyne estuary";"http://marineregions.org/mrgid/3243";;3243;"Estuary";"56.0094444444444";"-2.59527777777778";;;;
"Pembrokeshire";"http://marineregions.org/mrgid/4495";"United Kingdom";4495;"Unitary Authority";"51.857651";"-4.9483";"-5.4115";"-4.4851";"51.596901";"52.118401"
"Faroe-Shetland Channel";"http://marineregions.org/mrgid/2390";"North Atlantic Ocean";2390;"Seachannel";"62";"-3";;;;
"Fair Island";"http://marineregions.org/mrgid/17530";"United Kingdom";17530;"Island";"59.53333";"-1.65";"-1.57";"-1.69";"59.49";"59.58"
"Firth of Clyde";"http://marineregions.org/mrgid/3273";"Inner Seas off the West Coast of Scotland";3273;"Firth";"55.7986111111111";"-5.27472222222222";"-5.834930427";"-4.331274972";"54.88507842";"56.47112246"
"West Ireland";"http://marineregions.org/mrgid/17652";"Ireland";17652;"General Region";"53.23892";"-8.59131";;;;
"Oslofjorde";"http://marineregions.org/mrgid/3379";"Skagerrak";3379;"Fjord";"59.66666667";"10.61666667";;;;
"Lofoten";"http://marineregions.org/mrgid/14285";"Norwegian Sea";14285;"Archipelago";"68.4711";"13.8636";"11.16";"16.8";"67.22";"69.75"
"Skagerrak strait";"http://marineregions.org/mrgid/2379";"Skagerrak";2379;"IHO Sea Area";"58.1397547443";"9.64191545629";"6.99822115858";"11.91655933884";"57.09880185142";"59.91914391516"
"Loch Fyne";"http://marineregions.org/mrgid/17706";"United Kingdom";17706;"Inlet";"55.93333";"-5.4";;;;
"Oslo";"http://marineregions.org/mrgid/14742";"Norway";14742;"County";"59.9333";"10.75";;;;
"Cleggan Bay";"http://marineregions.org/mrgid/17445";"Ireland";17445;"Bay";"53.56583";"-10.12694";"-10.09";"-10.16";"53.55";"53.58"
"English Coast";"http://marineregions.org/mrgid/5487";"United Kingdom";5487;"Coast";"50.7";"-1.3";;;;
"North Europe";"http://marineregions.org/mrgid/9246";;9246;"General Region";"63.8";"24.5";;;;
"Finnmark";"http://marineregions.org/mrgid/8962";"Norway";8962;"County";"69.86945";"26.16435";"21.1723";"31.1564";"68.5552";"71.1837"
"Circumpolar";"http://marineregions.org/mrgid/5395";"Southern Ocean";5395;"Current";;;;;;
"Eastern Central Pacific";"http://marineregions.org/mrgid/18061";;18061;"General Sea Area";"1e-08";"-100";;;;
"South Indian Ocean";"http://marineregions.org/mrgid/17998";"Indian Ocean";17998;"General Sea Area";"-44";"74";;;;
"East Looe Estuary";"http://marineregions.org/mrgid/17510";"United Kingdom";17510;"Estuary";"50.349998474121";"-4.4333333969116";;;;
"Kiel Bay";"http://marineregions.org/mrgid/3400";"Baelt Sea";3400;"Bight";"54.583333";"10.666667";;;;
"Mariager fjord";"http://marineregions.org/mrgid/3503";"Kattegat";3503;"Fjord";"56.6880555555556";"10.0777777777778";;;;
"Boulonnais";"http://marineregions.org/mrgid/17408";"North Sea";17408;"General Region";"50.7";"1.66667";;;;
"Concarneau";"http://marineregions.org/mrgid/5212";"Bay of Biscay";5212;"Bay";"47.8636111111111";"-3.94416666666667";"-3.89";"-4.01";"47.84";"47.91"
"Cork";"http://marineregions.org/mrgid/7962";"Ireland";7962;"Town";"51.9";"-8.46666666666667";;;;
"Belfast Lough";"http://marineregions.org/mrgid/7931";"Inner Seas off the West Coast of Scotland";7931;"Inlet";"54.6787";"-5.8178";"-5.932801549";"-5.604049285";"54.6071738";"54.78264475"
"Bouches-du-Rhone";"http://marineregions.org/mrgid/17407";"France";17407;"Department";"43.5";"5";;;;
"Tjärnö";"http://marineregions.org/mrgid/17891";"Sweden";17891;"Inhabited Place";"58.86667";"11.15";;;;
"Aran Islands (Ireland)";"http://marineregions.org/mrgid/8303";"North Atlantic Ocean";8303;"Archipelago";"53.1037";"-9.68125";"-9.861099";"-9.5014";"53.0456";"53.1618"
"Bab-El-Mandab";"http://marineregions.org/mrgid/9080";"Red Sea";9080;"Strait";"12.58333";"43.41667";;;;
"Bantry Bay";"http://marineregions.org/mrgid/5569";"North Atlantic Ocean";5569;"Bay";"51.6502";"-9.6632";;;;
"Dunbeacon";"http://marineregions.org/mrgid/17499";"Ireland";17499;"Tower";"51.58333";"-9.56667";;;;
"Merrion";"http://marineregions.org/mrgid/17729";"Ireland";17729;"Beach";"53.31694";"-6.19444";;;;
"Cullercoats";"http://marineregions.org/mrgid/14751";"United Kingdom";14751;"Town";"55.0333";"-1.4167";;;;
"Oban";"http://marineregions.org/mrgid/5486";"United Kingdom";5486;"Town";"56.41195";"-5.4718";"-5.4915";"-5.4521";"56.3984";"56.4255"
"Boknafjorden";"http://marineregions.org/mrgid/3378";"North Sea";3378;"Fjord";"59.16667";"5.58333";;;;
"Leirvik";"http://marineregions.org/mrgid/17701";"Norway";17701;"Town";"59.78";"5.49944";;;;
"Florö";"http://marineregions.org/mrgid/14726";"Norway";14726;"Town";"61.6";"5.0667";;;;
"Vadso";"http://marineregions.org/mrgid/17907";"Norway";17907;"Inhabited Place";"70.07306";"29.76972";;;;
"Salcombe";"http://marineregions.org/mrgid/17843";"United Kingdom";17843;"Inhabited Place";"50.23333";"-3.76667";;;;
"Langesund";"http://marineregions.org/mrgid/17697";"Norway";17697;"Bay";"59";"9.75";"9.87";"9.61";"58.97";"59.12"
"Gotland";"http://marineregions.org/mrgid/3624";"Baltic Sea";3624;"Island";"57.41725";"18.5941";"18.0905";"19.0977";"56.9052";"57.9293"
"Stranden";"http://marineregions.org/mrgid/17871";"Norway";17871;"Inhabited Place";"58.88333";"5.78333";;;;
"Seaham Harbour";"http://marineregions.org/mrgid/14753";"United Kingdom";14753;"Harbour";"54.8373";"-1.324";;;;
"Liverpool Bay";"http://marineregions.org/mrgid/3246";"Irish Sea and St. George's Channel";3246;"Bay";"53.4566666666667";"-3.12222222222222";"-4.311957572";"-2.671846326";"52.78350362";"53.96993022"
"Drøbak";"http://marineregions.org/mrgid/17495";"Norway";17495;"City";"59.66333";"10.63111";;;;
"Devon";"http://marineregions.org/mrgid/3168";"United Kingdom";3168;"County";"50.7245";"-3.7827";"-4.681";"-2.8844";"50.2013";"51.2477"
"Cornwall";"http://marineregions.org/mrgid/3147";"United Kingdom";3147;"County";"50.44565";"-4.95665";"-5.7469";"-4.1664";"49.9594";"50.9319"
"Dingle bay";"http://marineregions.org/mrgid/5571";"North Atlantic Ocean";5571;"Bay";"52.05";"-10.26";;;;
"Kenmare river estuary";"http://marineregions.org/mrgid/5317";"North Atlantic Ocean";5317;"Estuary";"51.75";"-10";;;;
"Ballycotton";"http://marineregions.org/mrgid/7973";"Ireland";7973;"Town";"51.8246";"-8.0103";;;;
"Sneem";"http://marineregions.org/mrgid/17860";"Ireland";17860;"Inhabited Place";"51.83333";"-9.9";;;;
"North France";"http://marineregions.org/mrgid/17541";"France";17541;"General Region";"50.083332061768";"0.83333331346512";;;;
"Peterhead";"http://marineregions.org/mrgid/17789";"United Kingdom";17789;"Town";"57.5";"-1.78333";;;;
"St. Andrews Bay";"http://marineregions.org/mrgid/18019";"Gulf of Mexico";18019;"Bay";"30.24159";"-87.95805";"-87.95";"-87.965";"30.23";"30.25"
"Blackpool";"http://marineregions.org/mrgid/4385";"United Kingdom";4385;"Unitary Authority";"53.8246";"-3.02195";"-3.0583";"-2.9856";"53.7725";"53.8767"
"Hartlepool Bay";"http://marineregions.org/mrgid/17614";"North Sea";17614;"Bay";"54.68333";"-1.18333";"-1.2";"-1.17";"54.67";"54.7"
"North Wales";"http://marineregions.org/mrgid/17956";"United Kingdom";17956;"General Region";"53.1";"-3.64";;;;
"Troon";"http://marineregions.org/mrgid/17902";"United Kingdom";17902;"Inhabited Place";"55.53333";"-4.66667";;;;
"Ayr";"http://marineregions.org/mrgid/17375";"United Kingdom";17375;"Town";"55.45";"-4.61667";;;;
"Donegal";"http://marineregions.org/mrgid/5566";"Ireland";5566;"County";"54.94545";"-7.8766";"-8.8313";"-6.9219";"54.4591";"55.4318"
"Southern Ocean";"http://marineregions.org/mrgid/1907";"Southern Ocean";1907;"IHO Sea Area";"-68.03981889232";"-26.63285800737";"-180";"180";"-85.56249999978";"-60"
"Cape Howe";"http://marineregions.org/mrgid/21940";;21940;"Marine Ecoregion of the World (MEOW)";"-37.3151";"149.714";;;;
"Sargasso Sea";"http://marineregions.org/mrgid/15273";"Sargasso Sea";15273;"Sea";"30";"-60";;;;
"North American Basin";"http://marineregions.org/mrgid/5165";"North Atlantic Ocean";5165;"Basin";"30";"-60";;;;
"West European Basin";"http://marineregions.org/mrgid/4969";"North Atlantic Ocean";4969;"Basin";"52.75";"-28";;;;
"South Carolina";"http://marineregions.org/mrgid/14632";"United States";14632;"State";"33.621428";"-80.961124";"-83.350029";"-78.57222";"32.027855";"35.215"
"Cape Cod";"http://marineregions.org/mrgid/8928";"United States";8928;"Peninsula";"41.81";"-69.95";;;;
"Labrador Basin";"http://marineregions.org/mrgid/4551";"Labrador Sea";4551;"Basin";"55";"-47";;;;
"Yucatan";"http://marineregions.org/mrgid/14697";"Mexico";14697;"Peninsula";"19.5";"-89";;;;
"Newfoundland Basin";"http://marineregions.org/mrgid/4559";"North Atlantic Ocean";4559;"Basin";"42.5";"-43";;;;
"Rockall Trough";"http://marineregions.org/mrgid/4205";"North Atlantic Ocean";4205;"Trough";"54.57268423";"-13.07053433";"-15.6667";"-12";"53.5";"56.3333"
"Bosporus";"http://marineregions.org/mrgid/3725";;3725;"Strait";"41.0572222222";"29.0433333333";;;;
"Turkish part of the Black Sea";"http://marineregions.org/mrgid/25206";"Black Sea";25206;"Marine Region";"42.14647";"34.639815";"27.965482";"41.533121";"40.910273";"43.447003"
"Cape Verdean Exclusive Economic Zone";"http://marineregions.org/mrgid/8362";"Cape Verde";8362;"EEZ";"16.0919";"-24.17164";"-28.84709";"-19.535";"11.45131";"20.55551"
"South Angola";"http://marineregions.org/mrgid/17427";"Angola";17427;"General Region";"-16";"12";;;;
"French Exclusive Economic Zone [Mediterranean part]";"http://marineregions.org/mrgid/8761";"Mediterranean Sea - Western Basin";8761;"Marine Region";"42.521491";"6.784678";"2.95117";"10.375857";"41.150833";"43.78458"
"Western Cape";"http://marineregions.org/mrgid/8935";;8935;"Province (administrative)";"-32.62544";"20.98586";"17.76671";"24.205";"-34.822";"-30.42889"
"Central North Sea";"http://marineregions.org/mrgid/17441";"North Sea";17441;"General Sea Area";"53.12";"2.81";;;;
"Antarctic Peninsula";"http://marineregions.org/mrgid/9978";;9978;"Peninsula";"-69.5";"-65";;;;
"Scotia Sea";"http://marineregions.org/mrgid/21742";;21742;"Marine Province";"-61.6082";"-50.4294";;;;
"South Argentina";"http://marineregions.org/mrgid/22131";"Argentina";22131;"General Region";"-49.75";"-69.8";;;;
"South Chile";"http://marineregions.org/mrgid/17987";"Chile";17987;"General Region";"-53.54";"-72.25";;;;
"Bouvet Island part of the South Atlantic Ocean";"http://marineregions.org/mrgid/25519";"South Atlantic Ocean";25519;"Marine Region";"-54.467213";"3.407378";"-2.37912";"9.202148";"-57.79867";"-51.068029"
"Crozet Islands part of the Indian Ocean";"http://marineregions.org/mrgid/25547";"Indian Ocean";25547;"Marine Region";"-46.322719";"51.211901";"45.378953";"57.15744";"-49.819224";"-43.616908"
"Marion-Prince Edward Is.";"http://marineregions.org/mrgid/48293";;48293;"TDWG - level 4";"-46.8594113459216";"37.7603979817018";"37.575553894043";"37.9816665649415";"-46.9697265625";"-46.5963897705078"
"Kerguelen Islands part of the Indian Ocean";"http://marineregions.org/mrgid/25549";"Indian Ocean";25549;"Marine Region";"-48.95636";"68.826722";"62.966432";"75.653695";"-53.235256";"-45.118528"
"Heard Island";"http://marineregions.org/mrgid/17300";;17300;"Island";"-53.1";"73.5333055556";;;;
"South Pacific Abyssal Province";"http://marineregions.org/mrgid/33672";;33672;"Abyssal Provinces";"-32.464097601374";"-157.61953419359";;;;
"Campbell Plateau";"http://marineregions.org/mrgid/5997";"South Pacific Ocean";5997;"Plateau";"-50.666667";"171";;;;
"Uruguay";"http://marineregions.org/mrgid/2216";"Uruguay";2216;"Nation";"-32.52024";"-55.76846";"-58.43861";"-53.0983";"-34.94382";"-30.09667"
"Tierra del Fuego";"http://marineregions.org/mrgid/17890";"Chile";17890;"Island";"-54";"-69";"-65.09399";"-70.65308";"-55.2666";"-52.3756"
"Cape Basin";"http://marineregions.org/mrgid/6848";"South Atlantic Ocean";6848;"Basin";"-35.75";"6.75";;;;
"Aleutian Islands";"http://marineregions.org/mrgid/17360";;17360;"Archipelago";"52";"-173";"164.49";"-160.24";"46.26";"57.61"
"Alaska";"http://marineregions.org/mrgid/8684";;8684;"State";"64.2634";"-152.56";"-130.0077";"-178.227818";"51.590982";"71.390482"
"Bohuslän";"http://marineregions.org/mrgid/14721";"Sweden";14721;"County";"58.2144";"11.7371";;;;
"Cape Bojador";"http://marineregions.org/mrgid/15089";"Morocco";15089;"Cape";"26.1333";"-14.5";;;;
"Western Mediterranean";"http://marineregions.org/mrgid/21896";;21896;"Marine Ecoregion of the World (MEOW)";"39.3942";"6.41129";;;;
"Central Mediterranean";"http://marineregions.org/mrgid/23489";"Central Mediterranean";23489;"Sea";;;;;;
"Rockall Bank";"http://marineregions.org/mrgid/4207";"North Atlantic Ocean";4207;"Bank";"56.590125256819";"-14.821847098392";"-17.25";"-13.5";"55.5";"58.166672"
"Chuki Sea";"http://marineregions.org/mrgid/21280";"Chuki Sea";21280;"Sea";;;;;;
