"locality";"locationID";"higherGeography";"MRGID";"placeType";"latitude";"longitude";"minLongitude";"maxLongitude";"minLatitude";"maxLatitude"
"East Britain";"http://marineregions.org/mrgid/17505";"United Kingdom";17505;"General Region";"52";"1e-05";;;;
"Eastern North America";"http://marineregions.org/mrgid/18106";;18106;"General Region";"55";"-66";"-100";"-50";"25";"78"
"Agulhas Bank";"http://marineregions.org/mrgid/21806";;21806;"Marine Ecoregion of the World (MEOW)";"-34.7092";"22.4701";;;;
"North Cape (Norway)";"http://marineregions.org/mrgid/21333";"Norway";21333;"Cape";"71.17089";"25.7844";;;;
"Central New Zealand";"http://marineregions.org/mrgid/21948";;21948;"Marine Ecoregion of the World (MEOW)";"-41.3777";"168.517";;;;
"South New Zealand";"http://marineregions.org/mrgid/21945";;21945;"Marine Ecoregion of the World (MEOW)";"-46.118";"168.085";;;;
"Chatham Island";"http://marineregions.org/mrgid/21947";;21947;"Marine Ecoregion of the World (MEOW)";"-43.9962";"-174.468";;;;
"Bassian";"http://marineregions.org/mrgid/21938";;21938;"Marine Ecoregion of the World (MEOW)";"-42.0026";"146.485";;;;
"Northeastern New Zealand";"http://marineregions.org/mrgid/21915";;21915;"Marine Ecoregion of the World (MEOW)";"-36.3573";"100.073";;;;
"Philippines Exclusive Economic Zone";"http://marineregions.org/mrgid/8322";"Philippines";8322;"EEZ";"12.245";"122.15314";"113.67772";"129.94384";"3.10545";"22.25356"
"Dinard";"http://marineregions.org/mrgid/15113";"France";15113;"Town";"48.6333";"-2.05";"-2.04";"-2.08";"48.62";"48.64"
"North Scotland";"http://marineregions.org/mrgid/17980";"United Kingdom";17980;"General Region";"58.1";"-4.5";;;;
"North West Scotland";"http://marineregions.org/mrgid/15234";"United Kingdom";15234;"General Region";"57.7";"-5.7";;;;
"Strangford Lough";"http://marineregions.org/mrgid/7932";"Irish Sea and St. George's Channel";7932;"Inlet";"54.4571";"-5.5872";"-5.728340143";"-5.495269574";"54.27987547";"54.60859781"
"South Coast of Ireland";"http://marineregions.org/mrgid/8662";"Celtic Sea";8662;"General Sea Area";"51.63";"-7.68";;;;
"Lossini";"http://marineregions.org/mrgid/17709";"Croatia";17709;"Island";"44.58611";"14.39694";"14.56";"14.3";"44.48";"44.72"
"Boulogne-sur-Mer";"http://marineregions.org/mrgid/983";"France";983;"City";"50.73067";"1.606355";"1.57872";"1.63399";"50.70975";"50.75158"
"North West Territories";"http://marineregions.org/mrgid/18847";"Canada";18847;"Territory";"69.500306";"-121.502223";"-136.466609";"-102.000009";"59.999818";"78.761345"
"Ungava Bay";"http://marineregions.org/mrgid/23497";"Canada";23497;"Bay";"59.5";"-67.5";"-65";"-69.72";"58.33";"61.07"
"British Columbia";"http://marineregions.org/mrgid/8909";"Canada";8909;"Province (administrative)";"54";"-125";"-139.0478";"-114.0347";"48.3011";"60.00386"
"Hawaiian Exclusive Economic Zone";"http://marineregions.org/mrgid/8453";"North Pacific Ocean";8453;"EEZ";"24.04099";"-151.05753";"177.84421";"-151.2768";"15.56312";"31.79787"
"Kenya";"http://marineregions.org/mrgid/2118";"Kenya";2118;"Nation";"-0.02355909";"37.90619";"33.90722";"41.90516";"-4.669618";"4.6225"
"Tanzania";"http://marineregions.org/mrgid/2205";"Tanzania";2205;"Nation";"-6.368818";"34.88882";"29.34083";"40.43681";"-11.74042";"-0.997218"
"Banyuls-sur-Mer";"http://marineregions.org/mrgid/14686";;14686;"Town";"42.482";"3.1274";;;;
"Réunion Exclusive Economic Zone";"http://marineregions.org/mrgid/8338";"Indian Ocean";8338;"EEZ";"-21.78197";"54.71328";"51.8";"58.24359";"-24.73686";"-18.28639"
"Baltic Sea";"http://marineregions.org/mrgid/21907";;21907;"Marine Ecoregion of the World (MEOW)";"59.7624";"21.9208";;;;
"Bonne Bay";"http://marineregions.org/mrgid/18799";"Canada";18799;"Bay";"49.5533333";"-57.9313889";"-57.86";"-58.05";"49.47";"49.68"
"Mediterranean Sea";"http://marineregions.org/mrgid/21752";;21752;"Marine Province";"36.4669";"16.5281";;;;
"Greenlandic part of the Arctic Ocean";"http://marineregions.org/mrgid/25261";;25261;"Marine Region";"84.682006";"-24.197381";"-60.196063";"8.115824";"81.170259";"87.023944"
"Trinidad and Tobago";"http://marineregions.org/mrgid/8420";"Trinidad and Tobago";8420;"EEZ";"10.95788";"-59.98478";"-62.08306";"-57.1175";"9.83194";"12.35464"
"Belte";"http://marineregions.org/mrgid/3294";"Baelt Sea";3294;"Sea";"55.825";"10.8889";;;;
"Gulf of Naples";"http://marineregions.org/mrgid/3558";"Tyrrhenian Sea";3558;"Gulf";"40.7";"14.25";"14.5";"14.16";"40.62";"40.83"
"Isola di Favignana";"http://marineregions.org/mrgid/29298";;29298;"Natura 2000 Site of Community Importance (SCI, EU Habitats Directive)";"37.92823";"12.31836";;;;
"New England (USA)";"http://marineregions.org/mrgid/18970";;18970;"General Region";"44.205556";"-70.306425";;;;
"Belize";"http://marineregions.org/mrgid/8681";"Belize";8681;"Nation";"17.18988";"-88.498";"-89.2164";"-87.77959";"15.88986";"18.4899"
"Casco Bay";"http://marineregions.org/mrgid/8941";;8941;"Bay";"43.675";"-69.974";;;;
"West Europe";"http://marineregions.org/mrgid/17588";;17588;"General Region";"48.35";"0.7";;;;
"Hébrides";"http://marineregions.org/mrgid/14834";;14834;"Archipelago";"56.9934";"-6.9415";"-5.5";"-8.75";"55.62";"58.96"
"Black Sea";"http://marineregions.org/mrgid/21750";;21750;"Marine Province";"43.9482";"35.1801";;;;
"Cacuaco";"http://marineregions.org/mrgid/9144";;9144;"Town";"-8.7666";"13.4";;;;
"Curaçao";"http://marineregions.org/mrgid/19143";"Caribbean Sea";19143;"Island";"12.1667";"-68.65";"-68.67004";"-69.25919";"11.9332";"12.45937"
"Aruba";"http://marineregions.org/mrgid/8652";"Caribbean Sea";8652;"Dependent State";"12.51944";"-69.96726";"-70.05966";"-69.87486";"12.41111";"12.62777"
"Bonaire";"http://marineregions.org/mrgid/15074";"Caribbean Sea";15074;"Municipality";"12.2";"-68.25";;;;
"Vanikoro";"http://marineregions.org/mrgid/32828";;32828;"Island";"-11.65935";"166.89418";;;;
"Philippines";"http://marineregions.org/mrgid/2245";"Philippines";2245;"Nation";"12.22014";"121.774";"116.95";"126.598";"5.049164";"19.39111"
"Alaskan part of the Gulf of Alaska";"http://marineregions.org/mrgid/25503";"Gulf of Alaska";25503;"Marine Region";"57.941832";"-148.987845";"-163.374982";"-136.658909";"54.312822";"61.508327"
"Port-Vendres";"http://marineregions.org/mrgid/14277";"France";14277;"Town";"42.51792";"3.10553";;;;
"Belgium";"http://marineregions.org/mrgid/14";"Belgium";14;"Nation";"50.5007495880127";"4.47704994678497";"2.5466001033783";"6.40749979019165";"49.4972991943359";"51.5041999816895"
"New Jersey";"http://marineregions.org/mrgid/9038";;9038;"State";"40.14052";"-74.73042";"-75.55722";"-73.90361";"38.92298";"41.35806"
"Dublin Bay";"http://marineregions.org/mrgid/5316";"Irish Sea and St. George's Channel";5316;"Bay";"53.33333333";"-6.15";"-6.24";"-6.05";"53.28";"53.38"
"Isefjord";"http://marineregions.org/mrgid/3473";;3473;"Fjord";"55.8611111111111";"11.7922222222222";;;;
"Sint-Idesbald";"http://marineregions.org/mrgid/14284";"Belgium";14284;"Village";"51.116666666";"2.61146";"2.63";"2.6";"51.1";"51.12"
"Comores and Mayotte";"http://marineregions.org/mrgid/25119";;25119;"Archipelago";;;"43.09";"45.35";"-11.31";"-13.05"
"Magellan Strait";"http://marineregions.org/mrgid/9024";;9024;"Strait";"-53.34";"-70.67";;;;
"Sri Lankan Exclusive Economic Zone";"http://marineregions.org/mrgid/8346";;8346;"EEZ";"6.54638";"81.63607";"77.02333";"85.23292";"2.56649";"11.44882"
"Malay Archipelago";"http://marineregions.org/mrgid/15198";;15198;"Archipelago";"1e-04";"120";"136.3";"92.53";"-10.49";"9.62"
"Japanese Exclusive Economic Zone";"http://marineregions.org/mrgid/8487";;8487;"EEZ";"29.55656";"138.44863";"122.38639";"157.63789";"17.06508";"46.09948"
"Maldives Exclusive Economic Zone";"http://marineregions.org/mrgid/8345";;8345;"EEZ";"2.48241";"73.08337";"69.20593";"77.10595";"-3.31164";"8.09389"
"Algiers";"http://marineregions.org/mrgid/25965";;25965;"Province (administrative)";"36.698";"3.218";;;;
"Jameos del Agua Cave";"http://marineregions.org/mrgid/5583";"North Atlantic Ocean";5583;"Cave";"29.156944";"-13.431944";;;;
"South Georgian part of the Southern Ocean";"http://marineregions.org/mrgid/25667";;25667;"Marine Region";"-61.172569";"-27.162566";"-33.791817";"-20.297091";"-62.783296";"-60"
"Jamaican Exclusive Economic Zone";"http://marineregions.org/mrgid/8459";;8459;"EEZ";"16.66861";"-77.29089";"-80.83306";"-74.00943";"14.08333";"19.35781"
"Alexandria Harbour";"http://marineregions.org/mrgid/16478";"Egypt";16478;"Harbour";"31.2";"29.9";;;;
"Norwegian part of the Skagerrak";"http://marineregions.org/mrgid/25229";"Skagerrak";25229;"Marine Region";"58.376213";"9.224067";"7.007918";"11.432773";"57.485517";"59.903045"
"Brehat";"http://marineregions.org/mrgid/22305";;22305;"Island";"48.85";"-3";"-3.02";"-2.97";"48.83";"48.87"
"Ponta de Sagres";"http://marineregions.org/mrgid/33054";;33054;"Point";"36.99648";"-8.9484";;;;
"Greenlandic part of the North Atlantic Ocean";"http://marineregions.org/mrgid/25358";;25358;"Marine Region";"62.444391";"-37.13609";"-46.182693";"-25.9917";"56.383177";"68.6236"
"Berwick Bay";"http://marineregions.org/mrgid/32366";;32366;"Bay";"55.73333";"-1.88333";;;;
"Nicobar Islands";"http://marineregions.org/mrgid/17558";;17558;"Archipelago";"8";"93.5";"94.32861";"92.29065";"6.54456";"9.56825"
"St. Helena Exclusive Economic Zone";"http://marineregions.org/mrgid/8380";;8380;"EEZ";"-15.97278";"-5.70869";"-9.25339";"-2.16793";"-19.37971";"-12.5492"
"Maine";"http://marineregions.org/mrgid/8939";"United States";8939;"State";"45.27296";"-69.02798";"-71.08513";"-66.97083";"43.07803";"47.46789"
"Egyptian part of the Mediterranean Sea - Eastern Basin";"http://marineregions.org/mrgid/25198";"Mediterranean Sea - Eastern Basin";25198;"Marine Region";"32.262151";"29.619951";"25.151664";"34.217425";"30.821391";"33.811342"
"Bommenede";"http://marineregions.org/mrgid/17402";"Netherlands";17402;"Island";"51.7333";"3.9333";"3.93765";"3.90633";"51.7325";"51.74239"
"Zwarte Polder";"http://marineregions.org/mrgid/17943";"Netherlands";17943;"Polder";"51.38333";"3.45";;;;
"Massachusetts";"http://marineregions.org/mrgid/8927";"United States";8927;"State";"42.06805";"-71.71917";"-73.51112";"-69.92722";"41.24694";"42.88916"
"Straits of Drobak";"http://marineregions.org/mrgid/8954";;8954;"Strait";;;;;;
"Normandy";"http://marineregions.org/mrgid/17460";;17460;"Former administrative division";"49";"1e-08";;;;
"Puerto Rico";"http://marineregions.org/mrgid/8641";;8641;"Dependent State";"18.22083";"-66.28376";"-67.2664";"-65.30112";"17.92222";"18.51945"
"Santa Catarina";"http://marineregions.org/mrgid/19055";;19055;"State";"-27";"-50";;;;
"Arabian Sea";"http://marineregions.org/mrgid/4268";;4268;"IHO Sea Area";"13.33512865951";"63.99431793475";"51.02230715795";"74.335017443";"-0.70336914037";"25.5973770618"
"Greenlandic part of Baffin Bay";"http://marineregions.org/mrgid/25267";;25267;"Marine Region";"74.695146";"-63.558417";"-74.998684";"-50.191664";"69.403214";"82.438124"
"Yorkshire";"http://marineregions.org/mrgid/4451";;4451;"General Region";"54";"-1.5";;;;
"Galapagos Exclusive Economic Zone";"http://marineregions.org/mrgid/8403";;8403;"EEZ";"-0.04184";"-90.83174";"-95.33883";"-85.91067";"-4.76335";"5.03164"
"West Indies";"http://marineregions.org/mrgid/14309";;14309;"Archipelago";"20";"-70";"-59.28";"-88.46";"9.53";"29.6"
"La Rochelle";"http://marineregions.org/mrgid/21668";;21668;"Inhabited Place";"46.16667";"-1.15";;;;
"Crimea";"http://marineregions.org/mrgid/3738";;3738;"Disputed Territory";"45";"34";;;;
"Sicily";"http://marineregions.org/mrgid/3516";;3516;"Region";"37.1544";"13.7924";"11.9249";"15.6599";"35.4913";"38.8175"
"Farallon Islands";"http://marineregions.org/mrgid/19147";;19147;"Archipelago";"37.7333";"-123.0333";;;;
"Central Atlantic Ocean";"http://marineregions.org/mrgid/17440";;17440;"General Sea Area";"10.15";"-34.1";"-75";"5";"-40";"40"
"North Adriatic";"http://marineregions.org/mrgid/7127";"Adriatic Sea";7127;"General Sea Area";"45.0629";"12.9377";;;;
"Washington (State)";"http://marineregions.org/mrgid/9070";"United States";9070;"State";"47.28461";"-120.8";"-124.7143";"-116.8858";"45.5661";"49.00313"
"Port Jackson";"http://marineregions.org/mrgid/22225";"Australia";22225;"Harbour";"-33.858333";"151.233333";;;;
"Icelandic part of the North Atlantic Ocean";"http://marineregions.org/mrgid/25359";;25359;"Marine Region";"63.033149";"-21.901662";"-30.863334";"-10.111118";"59.963399";"67.25201"
"Vineyard Sound";"http://marineregions.org/mrgid/19475";;19475;"Inlet";"41.442";"-70.774";;;;
"Aby, Lagune";"http://marineregions.org/mrgid/19013";"Ivory Coast";19013;"Lagoon";"5.25";"-3.1667";"-3.04";"-3.34";"5.08";"5.45"
"Brest";"http://marineregions.org/mrgid/18562";;18562;"Inhabited Place";"48.4";"-4.48";;;;
"Long Island Sound (bay)";"http://marineregions.org/mrgid/19496";;19496;"Bay";"40.992";"-72.833";"-72.04";"-73.9";"40.98";"41.27"
"Northampton";"http://marineregions.org/mrgid/18960";;18960;"County";"37.35";"-75.9333";;;;
"Bering Strait";"http://marineregions.org/mrgid/4317";;4317;"Strait";"65.0911111111111";"-169.828333333333";;;;
"Granville";"http://marineregions.org/mrgid/19784";;19784;"Inhabited Place";"48.83792";"-1.59714";;;;
"East Greenland";"http://marineregions.org/mrgid/17506";;17506;"General Region";"75";"-30";;;;
"Charleston";"http://marineregions.org/mrgid/14633";;14633;"Town";"32.7923";"-79.9491";;;;
"Rhode Island";"http://marineregions.org/mrgid/19474";"United States";19474;"State";"41.7505";"-71.4999";;;;
"Falmouth Bay";"http://marineregions.org/mrgid/17531";;17531;"Bay";"50.12583";"-5.03833";;;;
"Alaskan part of the North Pacific Ocean";"http://marineregions.org/mrgid/25580";;25580;"Marine Region";"52.996487";"-158.534422";"-180";"-133.319221";"47.881342";"58.216518"
"Namibian Exclusive Economic Zone";"http://marineregions.org/mrgid/8395";;8395;"EEZ";"-23.64969";"12.28547";"8.24329";"16.82843";"-30.65814";"-17.24295"
"Laguna Beach";"http://marineregions.org/mrgid/19160";;19160;"Beach";"33.5333";"-117.7667";;;;
"Saint-Malo";"http://marineregions.org/mrgid/18565";;18565;"Inhabited Place";"48.65";"2.0167";;;;
"Connecticut";"http://marineregions.org/mrgid/18860";"United States";18860;"State";"41.8333";"-72.8333";;;;
"Fiume";"http://marineregions.org/mrgid/33043";;33043;"City";"45.34306";"14.40917";;;;
"Irish part of the Inner Seas off the West Coast of Scotland";"http://marineregions.org/mrgid/25177";"Inner Seas off the West Coast of Scotland";25177;"Marine Region";"55.501062";"-7.200139";"-8.219077";"-6.720058";"54.9509";"55.886941"
"Bulgarian part of the Black Sea";"http://marineregions.org/mrgid/25202";"Black Sea";25202;"Marine Region";"42.942543";"29.216374";"27.449582";"31.345221";"41.981333";"43.747766"
"Kiel Canal";"http://marineregions.org/mrgid/22309";;22309;"Canal";"53.88333";"9.13333";;;;
"Firth of Tay";"http://marineregions.org/mrgid/5507";"North Sea";5507;"Firth";"56.43333";"-3";"-3.379359494";"-2.747818338";"56.32643816";"56.51741116"
"Franz Jozef Land";"http://marineregions.org/mrgid/5640";;5640;"Archipelago";"80.81105";"51.06425";"36.714";"65.4145";"79.7619";"81.8602"
"Gulf of Aden";"http://marineregions.org/mrgid/4265";"Gulf of Aden";4265;"IHO Sea Area";"12.5205639199";"47.6527871243";"42.51346206652";"51.28665992889";"10.37809920322";"15.21967667014"
"East China Sea";"http://marineregions.org/mrgid/4302";"Eastern China Sea";4302;"IHO Sea Area";"29.13089135213";"125.21708986497";"118.47804582106";"131.1322036827";"24.05760752069";"33.37195920955"
"Greek part of the Aegean Sea";"http://marineregions.org/mrgid/25625";"Aegean Sea";25625;"Marine Region";"37.797326";"25.039299";"22.523854";"28.237771";"35.111518";"41.010336"
"Marmara Sea";"http://marineregions.org/mrgid/25201";"Sea of Marmara";25201;"Marine Region";"40.67022";"28.145884";"26.164409";"29.9375";"39.9911";"41.246245"
"Greenlandic part of the Davis Strait";"http://marineregions.org/mrgid/25271";;25271;"Marine Region";"64.440408";"-54.027587";"-61.052932";"-43.914376";"59.747471";"70"
"East Coast of Spain";"http://marineregions.org/mrgid/18017";"Spain";18017;"Coast";"39.28";"-0.39";;;;
"North West Italy";"http://marineregions.org/mrgid/17769";"Italy";17769;"General Region";"45.17";"8.34";;;;
"Turkish Aegean Sea";"http://marineregions.org/mrgid/17957";"Aegean Sea";17957;"General Region";"38.8";"26.54";;;;
"Cyprus";"http://marineregions.org/mrgid/3862";"Cyprus";3862;"Island";"35.1382";"33.43885";"32.269";"34.6087";"34.5652";"35.7112"
"Cyprus";"http://marineregions.org/mrgid/3862";"Mediterranean Sea - Eastern Basin";3862;"Island";"35.1382";"33.43885";"32.269";"34.6087";"34.5652";"35.7112"
"Greek Aegean";"http://marineregions.org/mrgid/17604";"Aegean Sea";17604;"General Sea Area";"38.5";"24.9";;;;
"Virginian";"http://marineregions.org/mrgid/21853";;21853;"Marine Ecoregion of the World (MEOW)";"39.34";"-74.876";;;;
"East Sicily";"http://marineregions.org/mrgid/17516";"Mediterranean Sea - Eastern Basin";17516;"General Region";"37.4487";"14.90845";;;;
"South Italy";"http://marineregions.org/mrgid/18000";"Italy";18000;"General Region";"40.5";"16.2";;;;
"South Florida";"http://marineregions.org/mrgid/22638";;22638;"General Region";"25.5127";"-80.69458";;;;
"Cape of Good Hope";"http://marineregions.org/mrgid/14799";;14799;"Cape";"-34.3342";"18.4512";;;;
"Red Sea";"http://marineregions.org/mrgid/8562";;8562;"Large Marine Ecosystem";"20.56524";"38.57739";"32.34083";"43.48471";"12.46861";"30.00527"
"South Georgian part of the South Atlantic Ocean";"http://marineregions.org/mrgid/25512";"South Atlantic Ocean";25512;"Marine Region";"-55.291346";"-33.957653";"-48.05741";"-19.847135";"-60";"-50.156852"
"Hispaniola";"http://marineregions.org/mrgid/17623";;17623;"Island";"19";"-71";"-68.13";"-74.66";"17.13";"20.58"
"Mauritius";"http://marineregions.org/mrgid/8614";"Republic of Mauritius";8614;"Nation";"-20.09695";"60.40103";"57.30631";"63.49575";"-20.52056";"-19.67334"
"Honduras";"http://marineregions.org/mrgid/8427";"Honduras";8427;"EEZ";"16.91154";"-83.84845";"-88.2378";"-80.22399";"12.98399";"19.5405"
"Colombia Basin";"http://marineregions.org/mrgid/4594";"Caribbean Sea";4594;"Basin";"14";"-76";;;;
"Gulf of Marseille";"http://marineregions.org/mrgid/3483";;3483;"Gulf";"43.25";"5.25";"5.36819";"5.21988";"43.28445";"43.3479"
"Grand Manan Channel";"http://marineregions.org/mrgid/21380";"Canada";21380;"Channel";"44.75";"-66.866667";;;;
"Sevastopol Bay";"http://marineregions.org/mrgid/3828";;3828;"Bay";"44.6166667";"33.55";;;;
"Namib";"http://marineregions.org/mrgid/21833";;21833;"Marine Ecoregion of the World (MEOW)";"-20.3622";"13.1012";;;;
"Aegean Sea";"http://marineregions.org/mrgid/21900";;21900;"Marine Ecoregion of the World (MEOW)";"38.198";"26.2676";;;;
"Sahelian Upwelling";"http://marineregions.org/mrgid/22015";;22015;"Marine Ecoregion of the World (MEOW)";"16.4594";"-16.2768";;;;
"Namaqua";"http://marineregions.org/mrgid/21832";;21832;"Marine Ecoregion of the World (MEOW)";"-29.7236";"16.357";;;;
"South European Atlantic Shelf";"http://marineregions.org/mrgid/21886";;21886;"Marine Ecoregion of the World (MEOW)";"42.527";"-6.44758";;;;
"Azores Canaries Madeira";"http://marineregions.org/mrgid/21885";;21885;"Marine Ecoregion of the World (MEOW)";"34.7797";"-22.8065";;;;
"Adriatic Sea";"http://marineregions.org/mrgid/21899";;21899;"Marine Ecoregion of the World (MEOW)";"43.5465";"15.9423";;;;
"Tropical Atlantic";"http://marineregions.org/mrgid/14292";;14292;"General Sea Area";"0";"-25";;;;
